,name,roaster,descriptor,price,weight,weight in g,weight in oz,location,roasternotes,blend_single,roastlevel,classification,flavornotes,extra
338,Brazil Fazenda Primavera,Passion House,"Step inside small-producer heaven with a perky, acidic but smooth example from a corner of the world where coffee’s an art we can all appreciate.",15.0,12.0,340.1942774959533,12.0,"Chicago, IL","Fazenda Primavera is located in Angelândia, Minas Gerais, between 1000 to 1050 meters above sea level, which promotes the cultivation of specialty coffee. The farm certificates include Fair Trade, Rainforest Alliance, UTZ, Minas Coffee and Brazilian Specialty Coffee Association. Among all coffee regions, this area is the most important for small producers and is essential to the local economy. Tasting notes: cocoa, nougat, almond.",Single Origins,Light-Medium Roast,Fruity & Crisp,"Packed with bold notes of Nut, Milk Chocolate and Sweet Vanilla","['Process', 'Pulped Natural', 'Sub Region', 'Minais Gerais', 'Harvest Time', 'September 2017', 'Varietal', 'Mundo Novo', 'Elevation', '1000 - 1050']"
339,West Coast,Panther,"Light, bright and carefree, an espresso blend with an airy sweetness and weightless body (much like the ones in Malibu).",14.0,12.0,340.1942774959533,12.0,"Miami, FL","Citrus-y light bodied espresso blend. Notes of sweet lemonade, malted chocolate, raspberry and Concord grape.",Blends,Medium Roast,Syrupy & Smooth,none,"['Process', 'Washed', 'Varietal', 'Multiple']"
340,"Decaf La Union, Colombia",Quills,"Quality, not cost, drives this selection of a citrusy coffee that keeps shining through its natural decaffeination. The payoff is a clean, balanced cup.",17.0,12.0,340.1942774959533,12.0,"Louisville, KY","This coffee is part of our importer’s “Origin Select” program, in which they select the coffee before decaffeination. While most decaf coffee is chosen to keep costs low (costs are added by processing), this coffee is chosen for quality’s sake. The coffee is then decaffeinated using the natural “ethyl acetate” method using a solvent from sugar cane grown locally in Colombia. This helps balance the higher cost of choosing a better coffee.",Single Origins,Medium-Dark Roast,Chocolaty & Sweet,A classic expression of Colombia with hints of Sweet Vanilla and Milk Chocolate,"['Process', 'Washed', 'Sub Region', 'Narino', 'Harvest Time', 'December May - July 2017', 'Varietal', 'Castillo', 'Elevation', '1718 - 1730']"
341,Guatemala Atitlán el Grano,Huckleberry,"A lovely balance of caramel sweet and cherry tart, with a soft pear acidity and a clean finish.",18.0,12.0,340.1942774959533,12.0,"Denver, CO","Atitlán el Grano represents Huck's strongest relationship at origin - we've been working with the group for 5 years now, and have made significant investments into the group's leaf rust prevention and drying infrastructure. This year's lot is a special selection from the group's higher altitude growers and peak harvest, and is delicious. We taste caramel, black cherry, pear, and cacao.",Single Origins,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Lake Atitlán', 'Producer', ""APROCAFE Grower's Association"", 'Varietal', 'Bourbon, Catuaí, Caturra, Pache', 'Elevation', '1550']"
342,Presidio Decaf,Dune,"Caffeine-free, flavor-full. Sums up this easy to love decaf made with a chemical-free process that preserves what’s essential.",16.0,12.0,340.1942774959533,12.0,"Santa Barbara, CA","We love this decaf: all the flavor with none of the late nights. This Colombian blend is full of chocolate and brown sugar sweetness with a hint of citrus acidity. The caffeine is removed by EA Sugarcane processing, which is 100% chemical free and leaves the flavors of the coffee intact.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Brown Sugar and Citrus,"['Process', 'Washed', 'Varietal', 'various']"
343,Venice,Groundwork,"Think Venice, but not gondolas; surf boards. Inspired by the artsy vibe of Venice Beach, California, here’s laid-back, mellow perfection in a cup.",14.95,12.0,340.1942774959533,12.0,"Los Angeles, CA","This coffee is an ode to our roots in Venice Beach, a melting pot of artists, surfers, office toilers and beachcombers who need a cup of coffee that has a little something for everyone. It’s not too light or too dark. It has body but isn’t heavy. It’s like the Southern California weather: just one beautiful damn day after another.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Brown Sugar and Milk Chocolate,"['Varietal', 'Arabica']"
344,Sumatra,Groundwork,Forget everything you know (if anything) about Sumatran coffee. Here’s one that’s different—earthiness gives way to a crisp and clear taste that’s easy to love.,16.95,12.0,340.1942774959533,12.0,"Los Angeles, CA","The Gayo region is one of our favorites here at Groundwork, showcasing the clarity and crisp flavors of Sumatran coffee in lieu of the more earthy, woody qualities generally associated with Indonesian coffees. We noticed that this was an exceptionally clean and aromatic cup during sampling. The aromas of plum and cedar gave way to a smooth acidity and velvety mouth-feel, with notes of an Australian Shiraz, aromatic pipe tobacco and a hint of clove.",Single Origins,Medium Roast,Funky & Fruity,none,"['Process', 'Pulped Natural', 'Varietal', 'Hibrido de Timo, Bourbon']"
345,West End Blues,Tandem,Jazz fans will recognize this coffee’s moniker—and everyone will appreciate how it riffs and sings with flavor. Complex and pleasing.,16.0,12.0,340.1942774959533,12.0,"Portland, ME",Our take on a traditional Brazil based espresso. Named for both our West End bakery and the greatest jazz song ever recorded.,Blends,Medium Roast,Syrupy & Smooth,none,"['Process', 'Washed', 'Varietal', 'Changes Seasonally']"
346,Phantom Limb Blend,Huckleberry,"Slightly creepy name, we know. But decidedly lovable (trust us) coffee here. We love the surprising sweetness and brightness behind its bold start.",17.0,12.0,340.1942774959533,12.0,"Denver, CO","Phantom Limb is the wildest of Huckleberry’s blends. We designed the Phantom Limb to focus on fruit-forward flavors that one might not expect from a traditional espresso or drip blend. Phantom Limb is an Ethiopian showcase, highlighting both natural and washed coffees from the country, with jammy berry sweetness, balanced brightness and a syrupy body. While it may not be traditional, a Phantom cappuccino will definitely be surprising and delicious.",Blends,Medium Roast,Balanced & Fruity,"Hints of Berry Fruit, Citrus and Florals","['Process', 'Washed, Natural/Dry Processed', 'Sub Region', 'Sidama', 'Harvest Time', 'November-April', 'Varietal', 'Ethiopian Heirloom', 'Elevation', '1700']"
347,Decaf Colombia Los Idolos,Dogwood,"Once you’ve had a decaf like this, the other stuff won’t cut it. High quality and extra care in its processing preserves the sweet nature of this sippable cup.",18.0,12.0,340.1942774959533,12.0,"Minneapolis, MN","Decaf is a different animal, so we take extra care in roasting this coffee. We’ve been focusing on bringing in better tasting decafs by choosing origins we love and using higher quality coffees. This one comes from a group of producers in San Agustin, Huila, Colombia. The decaffeination process is also done in Colombia naturally, using fermented sugar cane. This coffee is mild with flavors of warm sweet banana bread, cotton candy and subtle Twix bar.",Single Origins,Medium Roast,Chocolaty & Sweet,A classic expression of Colombia with hints of Sweet Vanilla and Milk Chocolate,"['Process', 'Washed', 'Sub Region', 'San Agustin, Huila', 'Producer', 'Several Growers Associations in Huila', 'Harvest Time', 'march-june', 'Varietal', 'Caturra']"
348,House Blend,Atomic,"Keep it smooth with a blend that won’t make waves. Well balanced and milky-rich, this is uncontroversially superb coffee.",14.0,12.0,340.1942774959533,12.0,"Salem, MA","A well balanced, medium roast blend of Honduras and Nicaragua exhibiting milk chocolate and nutty tones with a bit of acidity and a smooth finish.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Milk Chocolate and Nut,"['Process', 'Washed', 'Varietal', 'Bourbon, Typica, Catuai, Caturra', 'Elevation', '1200']"
349,02 Filter,Manufactory,"No filter needed to see the double-tap-worthiness of this consistent, clear, sweet coffee. But it’s roasted to work perfectly with your coffee brewer’s filter.",18.25,12.0,340.1942774959533,12.0,"Oakland, CA","The focus for our 02 filter blend is to combine two high quality in-season offerings with complementing flavor profiles to maximize complexity. In blending, we want to highlight the strengths of each coffee, while still promoting the uniqueness of each flavor profile, and creating an overall experience that is complex yet inviting.",Blends,Medium Roast,Balanced & Fruity,"Hints of Ripe Fruit, Brown Sugar and Citrus","['Process', 'Washed', 'Sub Region', 'San Lorenzo; Oromia, Jimma Zone, Gome District', 'Producer', 'Gabriel Alarcon; 210 Smallholder Farmers', 'Varietal', 'Colombia, Castillo, Caturra, Ethiopia Heirloom', 'Elevation', '1980']"
350,Queen City,Caffe Vita,"Take a sip and declare this one queen of your cup. Light and dark come together for balance and richness—dare we say, it’s regal.",16.5,12.0,340.1942774959533,12.0,"Seattle, WA","A blend of coffees from South America, Indonesia and Africa combined in a post roast blend of light and dark roasted coffees to create a rich, complex and unique flavor profile.",Blends,Medium Roast,Balanced & Fruity,"Hints of Milk Chocolate, Nut and Sweet Vanilla","['Process', 'Washed, Natural/Dry Processed', 'Varietal', 'Bourbon, Typica', 'Elevation', '1200']"
351,Colombia Santa Barbara Decaf,La Colombe,"Expectations, exceeded. Honestly, you won’t believe this is decaf (we couldn’t). Bright and full like the real deal, but won’t keep you up at night.",15.0,12.0,340.1942774959533,12.0,"Philadelphia, PA",Our single origin decaf is bright and complex beyond all expectations for a decaffeinated coffee. Sweet citrus and effervescent cola flavors make for a rich experience.,Single Origins,Medium Roast,Sweet & Smooth,A traditional base with hints of Nut and Citrus,"['Process', 'Washed', 'Varietal', 'Arabica', 'Elevation', '1400 - 2000']"
352,No.7 House Blend,Boxcar,"The nostalgia of boxcar derby racing inspires this roaster to create sweet, approachable blends like this one that keeps things in balance.",12.75,300.0,300.0,10.582188585,"Boulder, CO","Boxcar derby racing is a classic American pastime that influenced our namesake and has inspired us from our small beginnings. We honor those beginnings with this blend. We choose in-season coffees that are sweet and approachable to create a blend that is always satisfying, no matter if you are sitting at one of our cafes or out on your next adventure.",Blends,Medium Roast,Balanced & Fruity,"Hints of Sweet Vanilla, Citrus and Sweet Vanilla","['Process', 'Washed', 'Varietal', 'Caturra, Typica']"
353,Owl's Howl,Sightglass,"This is like espresso 2.0. While it changes slightly season to season, it’s always balanced and refined. What’s new is delicious.",18.0,12.0,340.1942774959533,12.0,"San Francisco, CA","While components and flavors change seasonally, our flagship Owl's Howl Espresso invariably delivers a balanced and refined espresso experience.",Blends,Medium-Dark Roast,Syrupy & Smooth,none,"['Process', 'Washed', 'Harvest Time', 'Seasonally']"
354,Colombia La Pradera,Anodyne,"Bake sale. All the sweet and toasted, spiced flavor of your preferred oven treats come to life in this rich, indulgent coffee.",16.45,16.0,453.59236999460444,16.0,"Milwaukee, WI","This coffee comes from the family owned Hacienda La Pradera. The estate is 100% Organic and Rainforest Alliance certified and the coffee is cultivated between 1,700 and 1,900 meters.",Single Origins,Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Santander', 'Producer', 'Hacienda La Pradera', 'Harvest Time', 'October 2017', 'Varietal', 'Castilla, caturra, colombia', 'Elevation', '1750 - 1950']"
355,"Sugarcane Decaf, Colombia",Merit,It’s a bird. It’s a plane. It’s a sweet and flavorful decaf with a low carbon footprint. Not all heroes wear capes.,17.5,12.0,340.1942774959533,12.0,"San Antonio, TX","A sweet, flavorful decaf with a lower carbon footprint.",Single Origins,Medium Roast,Sweet & Smooth,A traditional base with hints of Berry Fruit and Brown Sugar,"['Process', 'Washed', 'Varietal', 'Caturra, Castillo, Colombia', 'Elevation', '1525 - 1600']"
356,Decaffeinated Colombia San Jose,Temple,"This decaf has it all going on. A farm-to-table cup, a low carbon footprint, and even, balanced flavor. It’s a win-win-win.",16.5,12.0,340.1942774959533,12.0,"Sacramento, CA","This coffee is a truly farm-to-cup, sustainable, water processed decaf micro-lot. After one year of trials, cuppings, and negotiation, we have created an amazing blend of Colombian micro-lot coffees to decaffeinate. A true decaf for the coffee aficionado who wants all the micro-lot flavors without the caffeine.",Blends,Dark Roast,Deep & Rich,none,"['Process', 'Washed', 'Sub Region', 'Cauca', 'Producer', 'Mixed', 'Varietal', 'Caturra', 'Elevation', '1400']"
357,Organic Infrared,Kickapoo,"Sip. Savor. Raise an eyebrow. This blend has traditional taste. But, wait—fruity flavors surprise the palate (and keep you coming back for more).",16.0,12.0,340.1942774959533,12.0,"Viroqua, WI","A combination of washed and naturally processed coffees, Infrared offers a deep, intricate complexity underscored by a jammy strawberry splash. It savors all the best aspects of a fruity natural, while still delivering the balance and reliability of something more traditional. With a slightly deeper roast than most of our coffees and an exotic punch, it's no mystery why Infrared draws attention.",Blends,Medium-Dark Roast,Balanced & Fruity,"Hints of Milk Chocolate, Berry Fruit and Roastiness","['Process', 'Washed, Natural/Dry Processed', 'Sub Region', 'Tolima, Democracia', 'Harvest Time', 'May 2017', 'Varietal', 'Typica, Caturra, Bourbon, Colombia', 'Elevation', '1750']"
358,Flatlander Signature Blend,PT's,"Easy does it. And this coffee proves just that. A bittersweet aroma is balanced by a nutty, sweet finish. Here’s to one less complication.",15.5,12.0,340.1942774959533,12.0,"Topeka, KS","Flatlander features a bittersweet chocolate aroma with a round body, notes of caramel and a tangerine sweetness. It has a pleasant finish of roasted almonds and chocolate.",Blends,Medium-Dark Roast,Comforting & Rich,Nostalgic with hints of Milk Chocolate and Citrus,"['Process', 'Washed, Pulped Natural', 'Varietal', 'Various']"
359,Novacella Decaf,Caffe Vita,"Save the buzz for cocktails. This decaf is top-notch and full of flavor, thanks to its careful selection and layered blending.",17.0,12.0,340.1942774959533,12.0,"Seattle, WA","Not to be dismissed, we take great pride in maintaining a full-flavored, quality-focused decaf. Only achievable through careful selection and layered blending, the Novacella is for those searching for flavor without the buzz.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Milk Chocolate and Spice,"['Process', 'Washed', 'Varietal', 'Bourbon, Typica', 'Elevation', '1000']"
360,Flatlander Signature Blend,PT's,"Easy does it. And this coffee proves just that. A bittersweet aroma is balanced by a nutty, sweet finish. Here’s to one less complication.",15.5,12.0,340.1942774959533,12.0,"Topeka, KS","Flatlander features a bittersweet chocolate aroma with a round body, notes of caramel and a tangerine sweetness. It has a pleasant finish of roasted almonds and chocolate.",Blends,Medium-Dark Roast,Comforting & Rich,Nostalgic with hints of Milk Chocolate and Citrus,"['Process', 'Washed, Pulped Natural', 'Varietal', 'Various']"
361,Novacella Decaf,Caffe Vita,"Save the buzz for cocktails. This decaf is top-notch and full of flavor, thanks to its careful selection and layered blending.",17.0,12.0,340.1942774959533,12.0,"Seattle, WA","Not to be dismissed, we take great pride in maintaining a full-flavored, quality-focused decaf. Only achievable through careful selection and layered blending, the Novacella is for those searching for flavor without the buzz.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Milk Chocolate and Spice,"['Process', 'Washed', 'Varietal', 'Bourbon, Typica', 'Elevation', '1000']"
362,Blacksmith Espresso,Quills,You’ll find this roaster’s flagship espresso in all of its cafes. You’ll find us putting the dark and toasty roast on repeat—as espresso or in a drip.,15.0,12.0,340.1942774959533,12.0,"Louisville, KY","Blacksmith Espresso is our flagship espresso, used in all of our cafés. The name represents our ongoing dedication to refinement, inherent to the craft of making great espresso. Currently comprised of coffees from Carmo de Minas in Brazil, Tarrazu in Costa Rica, and Tolima in Colombia, this blend is delicious as a double shot or in milk. Performs well as a go-to drip coffee for those that enjoy a slightly darker roast.",Blends,Medium Roast,Syrupy & Smooth,none,"['Process', 'Washed, Pulped Natural', 'Sub Region', 'Carmo de Minas, Tarrazu, Tolima', 'Harvest Time', 'May 17-April 18', 'Varietal', 'Yellow Catuai, Colombia, Castillo', 'Elevation', '945']"
363,Bassline Espresso Blend,Passion House,"Prepare to find your groove: This rich espresso riffs on it roasty, toasty chocolatey-smooth base with notes of vibrant, citrus acidity.",15.0,12.0,340.1942774959533,12.0,"Chicago, IL","A blend of carefully selected pulped natural Brazil and an elegant washed coffee from Ethiopia, it can be enjoyed as a straight espresso shot and also works harmoniously with milk. Each component is roasted separately and then blended together. Bassline Espresso is anchored with its rich and creamy chocolate base notes and highlighted with a vibrant blast of citrus acidity and notes of stone fruits, dark chocolate and molasses balancing out the blend.",Blends,Medium Roast,Syrupy & Smooth,none,"['Process', 'Washed, Pulped Natural', 'Sub Region', 'Minais Gerais, Sidamo', 'Harvest Time', 'September 2017', 'Varietal', 'Yellow Bourbon, Heirloom Ethiopian', 'Elevation', '1100']"
364,Foundation Blend,ReAnimator,"Say ciao to a traditional Italian espresso with thoroughly moderno style. Same kick, fresh take (smoother and lighter in finish).",14.0,10.0,283.4952312466278,10.0,"Philadelphia, PA","Foundation is our take on the classic Italian style espresso blend, but roasted with a lighter, cleaner profile. Perfect as an everyday drip coffee or as a more traditional espresso experience.",Blends,Medium Roast,Balanced & Fruity,"Hints of Milk Chocolate, Berry Fruit and Sweet Vanilla","['Process', 'Washed, Natural/Dry Processed, Pulped Natural', 'Varietal', 'Bourbon, Caturra, Heirloom']"
365,Binary Espresso,Metric,"This single origin espresso delivers chocolate and black cherry sweetness, reinforced by a nougat body. Simple yet tasty, by design.",14.0,12.0,340.1942774959533,12.0,"Chicago, IL","Good coffee boils down to quality sourcing and quality roasting. Binary is a traditionally profiled, single-origin espresso which showcases these two concepts. Delivering chocolate and black cherry sweetness, Binary's nougat body is rounded out by the uniformity of its single origin construction. Quality doesn’t have to be complicated; Binary is proof it just takes meticulously calculated 1’s and 0’s.",Single Origins,Medium-Dark Roast,Syrupy & Smooth,none,"['Process', 'Pulped Natural', 'Sub Region', 'Mogiana', 'Harvest Time', '2017', 'Varietal', 'Bourbon']"
366,French Roast,Atomic,"Bold, earthy and spicy - an absolutely classic profile. With its deep chocolaty notes, this one's a great match for milk.",15.0,12.0,340.1942774959533,12.0,"Salem, MA",A classic roast profile. We take Indonesian coffee and roast it dark to accentuate the spice and herbal notes typically associated with this origin and to bring out the earthy and chocolate notes.,Single Origins,Medium-Dark Roast,Funky & Fruity,none,"['Process', 'Wet-hulled', 'Sub Region', 'Sumatra, Java', 'Varietal', 'Catimor, Bourbon, Typica, Caturra', 'Elevation', '1200 - 1500']"
367,Jaguar Espresso Fair Trade Organic,Equator,"Rich and sweet, it's a perfect pair for milk; chocolaty and complex, it's perfect on its own. Everybody wins.",16.0,12.0,340.1942774959533,12.0,"San Rafael, CA","A complex espresso blend that combines organic and Fair Trade certified coffees from the world's major growing regions: Latin America, East Africa and Indonesia. A new world approach to a traditional-style espresso, with the goal of developing dark chocolate-toned, fruit and spice inflected flavors that results in an espresso that is sweet enough to taste great on its own, while maintaining enough richness and intensity to stand up to milk.",Blends,Medium-Dark Roast,Syrupy & Smooth,none,"['Process', 'Washed, Natural/Dry Processed, Wet-hulled', 'Varietal', 'Various']"
368,Decaf Colombia Planadas,Augie's,"“Exceptional decaf.” Yes, it’s a thing. Here it comes from an ethyl acetate decaffeination process that preserves the coffee’s malty, smooth flavor.",16.0,12.0,340.1942774959533,12.0,"Redlands, CA","Amazing decaf processed using the Ethel Acetate method from Colombia, creating a truly unique and exceptional cup.",Single Origins,Medium-Dark Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Tolima', 'Varietal', 'Castillo, Caturra', 'Elevation', '1450 - 1500']"
369,Colombia Roasters United Blend,Klatch,Grade A coffee + Grade A coffee = ? Math isn’t our thing but we do know roasters and drinkers unite behind this smooth blend that combines the best of the best.,14.95,12.0,340.1942774959533,12.0,"Rancho Cucamonga, CA","The Roasters United competition blend features flavors of milk chocolate, orange citrus and apricot stone fruit with balanced acidity and hints of kiwi and Asian pear. This specific blend is a combination of the coffees that scored above a certain score from Narino, Huila and Cauca, ensuring that all farmers who entered coffee into the competition were classified as specialty grade and had their lots purchased.",Single Origins,Medium Roast,Chocolaty & Sweet,A classic expression of Colombia with hints of Milk Chocolate and Ripe Fruit,"['Process', 'Washed', 'Varietal', 'Various']"
370,For Haiti,La Colombe,"Coffee may mean a bright future in Haiti, where this roaster is working to revitalize the industry. This sweet, nutty example says they’re onto something.",16.0,12.0,340.1942774959533,12.0,"Philadelphia, PA","Haiti is a country that is close to our hearts. It’s where we went from sourcing to growing, working with Haitian farmers to found the Haiti Coffee Academy, a model coffee farm complete with a nursery, wet mill, tool-lending program and community water supply system. The For Haiti blend represents our commitment to supporting farming families, and revitalizing the once great Haitian coffee industry.",Blends,Light-Medium Roast,Balanced & Fruity,"Hints of Berry Fruit, Sweet Vanilla and Nut","['Process', 'Washed, Pulped Natural', 'Varietal', 'Arabica']"
371,Cosmopolitan,Atomic,"Meet a blend that knows its way around (your palate). It starts velvety smooth, then veers into spicy citrus that keeps it from being too obvious.",14.0,12.0,340.1942774959533,12.0,"Salem, MA","Cosmopolitan starts with a real rich chocolate taste upfront, then evolves into a more orange citrus accompanied by a nice spice finish.",Blends,Medium Roast,Syrupy & Smooth,none,"['Process', 'Washed, Wet-hulled', 'Varietal', 'Caturra, Catuai, Typica, Heirloom', 'Elevation', '1000']"
372,Finca La Union,Sterling,"Once considered second-tier, the tide has turned in a huge way for Peruvian coffees. Here’s a case-in-point: a clean, even, sweet, first-tier cup.",14.95,10.0,283.4952312466278,10.0,"Portland, OR","This comes from the town of La Union de Chirinos, renowned for its ideal climatic conditions and high altitude. There small farms work together with a hive mind to improve cup quality, installing large solar tents (carpa solares) to combat unpredictable weather and closely monitor for ideal moisture content in the beans. If you're a fan of coffee that's clean and even keeled, boasting ripe stone fruit, hard candy and brown sugar sweetness, click here.",Single Origins,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Chirinos', 'Varietal', 'Caturra, Typica', 'Elevation', '1800 - 1800']"
373,Guatemala Finca Nuevo Vinas,Caffe Vita,"Bright acidity highlights classic flavors in this beauty from a farm committed to the sustainable growing of the highest quality organic, biodynamic coffees.",18.0,12.0,340.1942774959533,12.0,"Seattle, WA","Finca Nuevo Vinas has been farmed by the Keller family for over 100 years. A long history has seen the farm undergo many changes and a transition to organic farming in 2003. Sustainability and environmental stewardship are key to their philosophy, and 200 hectares of land is set aside as a nature reserve. These practices and tireless experimentation in organic and bio-dynamic techniques have improved the health of the farm and in turn quality in the cup.",Single Origins,Medium Roast,Chocolaty & Sweet,A classic expression of Guatemala with hints of Milk Chocolate and Brown Sugar,"['Process', 'Washed', 'Sub Region', 'Santa Rosa', 'Producer', 'Keller', 'Harvest Time', 'December - February', 'Varietal', 'Caturra, Catual, Pacamara', 'Elevation', '1200 - 1500']"
374,Vito's,DOMA,"Rich, sweet, and full-bodied, Vito's is a crowd pleaser. Its notes of caramel and chocolate play beautifully with milk, and it's just as delicious served black.",15.25,12.0,340.1942774959533,12.0,"Post Falls, ID","Aromas of nougat and caramel, flavors of molasses and nougat, honey aftertastes, a mild acidity, a thick body and a rounded sweetness",Blends,Medium Roast,Syrupy & Smooth,none,"['Process', 'Washed, Pulped Natural', 'Varietal', 'Bourbon, Caturra']"
375,Costa Rica La Candelilla,Irving Farm,"Sweet and bold, with notes of honey and a surprising citric acidity. This coffee is named after the farm's abundance of fireflies. How cute is that?",14.95,12.0,340.1942774959533,12.0,"New York, NY",This sweet coffee with delicate fruity notes comes from a micro-cooperative run by 9 siblings. We have been buying their coffee since 2012.,Single Origins,Medium-Dark Roast,Chocolaty & Sweet,A classic expression of Costa Rica with hints of Brown Sugar and Citrus,"['Process', 'Washed', 'Producer', 'Sanchez', 'Varietal', 'Caturra, Catuai', 'Elevation', '1400 - 1700']"
376,Guatemala,Cuvee,"Some coffees are grown in volcanic soil, and they're delicious. Some are grown in the soil of THREE volcanoes, and they're exquisite. Antiguan coffees like this one are know for a full, silky body and decadently sweet chocolate notes. (Formerly known as Guatemala San Jose Ocana.)",14.0,12.0,340.1942774959533,12.0,"Austin, TX","Incredibly diverse growing regions and micro-climates make Guatemala a unique coffee growing country with Antigua being one of the most renowned regions. Situated between 3 volcanoes, the soil, altitude and growing conditions produce exceptional quality. Antigua coffees are often described as having velvety body, a rich and lively aroma, and a fine acidity.",Single Origins,Light-Medium Roast,Chocolaty & Sweet,A classic expression of Guatemala with hints of Tropical Fruit and Brown Sugar,"['Process', 'Washed', 'Sub Region', 'Antigua', 'Varietal', 'Pache, Catuai', 'Elevation', '1400 - 2100']"
377,Indonesia,Cuvee,"Full bodied and smooth, with a barely-there acidity and a spicy earthiness that only comes from Indonesian coffees.",16.0,12.0,340.1942774959533,12.0,"Austin, TX","This coffee comes from the North Sumatra and Aceh regions of Sumatra. It is wet hulled, a practice that is only done in Indonesia, giving it a unique flavor profile.Even today, agriculture is the main driver of Indonesia’s economy, shaping an indigenous farming culture that forms how a lot of Indonesians go about their day-to-day lives. Indonesian coffee often share a full body, low acidity, earthy aroma and notes of warm spice, with a nutty finish.",Single Origins,Medium Roast,Funky & Fruity,none,"['Process', 'Wet-hulled', 'Sub Region', 'Northern Sumatra & Aceh', 'Varietal', 'Crowned Garuda (Arabica)', 'Elevation', '1100 - 1300']"
378,Moka Java,Cuvee,"Earthy, fruity and sweet, this classic is a walk down memory lane. Full-bodied and comforting, with plenty of deep fruity sweetness.",16.0,12.0,340.1942774959533,12.0,"Austin, TX","This is our homage to one of the world’s oldest coffee blends, Moka Java (aka Mocha Java). With the perfect balance of earthy full body and winy fruit acid, it's no wonder this blend is a timeless classic.",Blends,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed, Natural/Dry Processed, Wet-hulled', 'Varietal', 'Heirloom, Crowned Garuda (Arabica), Caturra']"
379,Jackalope Decaf,Cuvee,"Naturally decaffeinated, yet full of depth & savory richness. Because bad decaf should only exist in scary campfire tales. (Formerly known as Decaf Spicewood 71.)",16.5,12.0,340.1942774959533,12.0,"Austin, TX","A thing of myth, the Jackalope is a legendary creature in the South described as a jackrabbit with antelope horns. Similar to this animal hybrid, our decaf also brings together 2 unexpected characteristics, the great taste of coffee with no caffeine. Using a natural decaf process, we are able to preserve the wonderful flavors of the coffee while allowing you to get a little more sleep tonight. So long as this mysterious beast doesn't haunt your dreams.",Single Origins,Dark Roast,Bittersweet & Heavy,none,"['Process', 'Washed', 'Sub Region', 'Huila', 'Varietal', 'Caturra, Colombia', 'Elevation', '1900']"
380,PH Blend,Passion House,"Picky sippers, rejoice: citrus brightness and smooth roasted flavor meet up for a balanced finish even coffee fanatics will appreciate.",17.0,12.0,340.1942774959533,12.0,"Chicago, IL","Our PH Blend is designed for the most discerning palates. A blend of light roasted washed coffees from South America and Africa, masterfully roasted and blended to brighten up your day. A blast of citrus coats the mouth with candied oranges and lemon curd, finishing with a resounding milk chocolate.",Blends,Medium Roast,Crisp & Bright,"A unique blend with hints of Milk Chocolate, Brown Sugar and Sweet Vanilla","['Process', 'Washed', 'Sub Region', 'Cajamarca, Sidamo', 'Harvest Time', 'October 2017', 'Varietal', 'Typica, Heirloom Ethiopia', 'Elevation', '1500']"
381,Keystone Blend,ReAnimator,"Don’t mess with classic. This roaster took that to heart in this spin on standard drip. Reliable and balanced, it’s a classic cup-pleaser (white tee optional).",16.0,10.0,283.4952312466278,10.0,"Philadelphia, PA","Keystone is our take on the classic drip blend. Clean, light and extremely balanced, with just a hint of refreshing acidity.",Blends,Light-Medium Roast,Balanced & Fruity,"Hints of Brown Sugar, Nut and Ripe Fruit","['Process', 'Washed', 'Varietal', 'Castillo, Caturra, Heirloom']"
382,Decaf Bitches Brew,Groundwork,"A smoky club, a smoky cup and all that jazz—sans caffeine. Dark and stirring (even when stirred), like a legendary Miles Davis number, put this on repeat.",15.95,12.0,340.1942774959533,12.0,"Los Angeles, CA","Named after the legendary Miles Davis album, this blend is dark and electric, a noir classic for the ages. If you like your coffee like your jazz—incredibly dark, smoky and fascinating—Bitches Brew is for you.",Blends,Dark Roast,Roasty & Smoky,"Classic, nostalgic, comforting flavors","['Process', 'Washed, Natural/Dry Processed', 'Varietal', 'Arabica']"
383,Santarossa Blend,Dune,"Some coffee is made for friends. Like cream. Or sugar. Or literally, for sipping with friends. This full-bodied crowd pleaser works with all of the above.",16.0,12.0,340.1942774959533,12.0,"Santa Barbara, CA","We roasted this dark roast blend to bring out a rich chocolatey sweetness that is perfect for those looking for a strong, full-bodied coffee. Santarossa Blend tastes delicious with cream and sugar, or just black: This is a true crowd pleaser. Brew up a pot and invite some friends over for pie; trust us.",Blends,Medium-Dark Roast,Comforting & Rich,Nostalgic with hints of Milk Chocolate and Spice,"['Process', 'Washed, Pulped Natural', 'Varietal', 'Various']"
