,name,blend_single,classification,price,weight,weight in g,weight in oz,flavornotes,descriptor,roaster,location,roastlevel,roasternotes,process,sub region,harvest time,elevation,producer,varietal
415,"Sugarcane Decaf, Colombia",Single Origins,Sweet & Smooth,17.5,12.0,340.1942774959533,12.0,A traditional base with hints of Berry Fruit and Brown Sugar,It’s a bird. It’s a plane. It’s a sweet and flavorful decaf with a low carbon footprint. Not all heroes wear capes.,Merit,"San Antonio, TX",Medium Roast,"A sweet, flavorful decaf with a lower carbon footprint.",Process Washed,,,Elevation 1525 - 1600,,Varietal Caturra Castillo Colombia
416,Decaffeinated Colombia San Jose,Blends,Deep & Rich,16.5,12.0,340.1942774959533,12.0,none,"This decaf has it all going on. A farm-to-table cup, a low carbon footprint, and even, balanced flavor. It’s a win-win-win.",Temple,"Sacramento, CA",Dark Roast,"This coffee is a truly farm-to-cup, sustainable, water processed decaf micro-lot. After one year of trials, cuppings, and negotiation, we have created an amazing blend of Colombian micro-lot coffees to decaffeinate. A true decaf for the coffee aficionado who wants all the micro-lot flavors without the caffeine.",Process Washed,Sub Region Cauca,,Elevation 1400,Producer Mixed,Varietal Caturra
417,Organic Infrared,Blends,Balanced & Fruity,16.0,12.0,340.1942774959533,12.0,"Hints of Milk Chocolate, Berry Fruit and Roastiness","Sip. Savor. Raise an eyebrow. This blend has traditional taste. But, wait—fruity flavors surprise the palate (and keep you coming back for more).",Kickapoo,"Viroqua, WI",Medium-Dark Roast,"A combination of washed and naturally processed coffees, Infrared offers a deep, intricate complexity underscored by a jammy strawberry splash. It savors all the best aspects of a fruity natural, while still delivering the balance and reliability of something more traditional. With a slightly deeper roast than most of our coffees and an exotic punch, it's no mystery why Infrared draws attention.",Process Washed Natural/Dry Processed,Sub Region Tolima Democracia Harvest Time May 2017 Varietal Typica Caturra Bourbon Colombia Elevation 1750,Harvest Time May 2017 Varietal Typica Caturra Bourbon Colombia Elevation 1750,Elevation 1750,,Varietal Typica Caturra Bourbon Colombia Elevation 1750
418,Flatlander Signature Blend,Blends,Comforting & Rich,15.5,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Citrus,"Easy does it. And this coffee proves just that. A bittersweet aroma is balanced by a nutty, sweet finish. Here’s to one less complication.",PT's,"Topeka, KS",Medium-Dark Roast,"Flatlander features a bittersweet chocolate aroma with a round body, notes of caramel and a tangerine sweetness. It has a pleasant finish of roasted almonds and chocolate.",Process Washed Pulped Natural,,,,,Varietal Various
422,Novacella Decaf,Blends,Sweet & Smooth,17.0,12.0,340.1942774959533,12.0,A traditional base with hints of Milk Chocolate and Spice,"Save the buzz for cocktails. This decaf is top-notch and full of flavor, thanks to its careful selection and layered blending.",Caffe Vita,"Seattle, WA",Medium Roast,"Not to be dismissed, we take great pride in maintaining a full-flavored, quality-focused decaf. Only achievable through careful selection and layered blending, the Novacella is for those searching for flavor without the buzz.",Process Washed,,,Elevation 1000,,Varietal Bourbon Typica
426,Blacksmith Espresso,Blends,Syrupy & Smooth,15.0,12.0,340.1942774959533,12.0,none,You’ll find this roaster’s flagship espresso in all of its cafes. You’ll find us putting the dark and toasty roast on repeat—as espresso or in a drip.,Quills,"Louisville, KY",Medium Roast,"Blacksmith Espresso is our flagship espresso, used in all of our cafés. The name represents our ongoing dedication to refinement, inherent to the craft of making great espresso. Currently comprised of coffees from Carmo de Minas in Brazil, Tarrazu in Costa Rica, and Tolima in Colombia, this blend is delicious as a double shot or in milk. Performs well as a go-to drip coffee for those that enjoy a slightly darker roast.",Process Washed Pulped Natural,Sub Region Carmo de Minas Tarrazu Tolima Harvest Time May 17-April 18 Varietal Yellow Catuai Colombia Castillo Elevation 945,,Elevation 1100,,
427,Bassline Espresso Blend,Blends,Syrupy & Smooth,15.0,12.0,340.1942774959533,12.0,none,"Prepare to find your groove: This rich espresso riffs on it roasty, toasty chocolatey-smooth base with notes of vibrant, citrus acidity.",Passion House,"Chicago, IL",Medium Roast,"A blend of carefully selected pulped natural Brazil and an elegant washed coffee from Ethiopia, it can be enjoyed as a straight espresso shot and also works harmoniously with milk. Each component is roasted separately and then blended together. Bassline Espresso is anchored with its rich and creamy chocolate base notes and highlighted with a vibrant blast of citrus acidity and notes of stone fruits, dark chocolate and molasses balancing out the blend.",Process Washed Pulped Natural,,Harvest Time May 17-April 18 Varietal Yellow Catuai Colombia Castillo Elevation 945,Elevation 945,,Varietal Yellow Catuai Colombia Castillo Elevation 945
428,Foundation Blend,Blends,Balanced & Fruity,14.0,10.0,283.4952312466278,10.0,"Hints of Milk Chocolate, Berry Fruit and Sweet Vanilla","Say ciao to a traditional Italian espresso with thoroughly moderno style. Same kick, fresh take (smoother and lighter in finish).",ReAnimator,"Philadelphia, PA",Medium Roast,"Foundation is our take on the classic Italian style espresso blend, but roasted with a lighter, cleaner profile. Perfect as an everyday drip coffee or as a more traditional espresso experience.",Process Washed Natural/Dry Processed Pulped Natural,,,,,Varietal Bourbon Caturra Heirloom
429,Binary Espresso,Single Origins,Syrupy & Smooth,14.0,12.0,340.1942774959533,12.0,none,"This single origin espresso delivers chocolate and black cherry sweetness, reinforced by a nougat body. Simple yet tasty, by design.",Metric,"Chicago, IL",Medium-Dark Roast,"Good coffee boils down to quality sourcing and quality roasting. Binary is a traditionally profiled, single-origin espresso which showcases these two concepts. Delivering chocolate and black cherry sweetness, Binary's nougat body is rounded out by the uniformity of its single origin construction. Quality doesn’t have to be complicated; Binary is proof it just takes meticulously calculated 1’s and 0’s.",Process Pulped Natural,Sub Region Mogiana,Harvest Time 2017,,,Varietal Bourbon
430,Jaguar Espresso Fair Trade Organic,Blends,Syrupy & Smooth,16.0,12.0,340.1942774959533,12.0,none,"Rich and sweet, it's a perfect pair for milk; chocolaty and complex, it's perfect on its own. Everybody wins.",Equator,"San Rafael, CA",Medium-Dark Roast,"A complex espresso blend that combines organic and Fair Trade certified coffees from the world's major growing regions: Latin America, East Africa and Indonesia. A new world approach to a traditional-style espresso, with the goal of developing dark chocolate-toned, fruit and spice inflected flavors that results in an espresso that is sweet enough to taste great on its own, while maintaining enough richness and intensity to stand up to milk.",Process Washed Natural/Dry Processed Wet-hulled,,,,,Varietal Various
431,Decaf Colombia Planadas,Single Origins,Sweet & Tart,16.0,12.0,340.1942774959533,12.0,none,"“Exceptional decaf.” Yes, it’s a thing. Here it comes from an ethyl acetate decaffeination process that preserves the coffee’s malty, smooth flavor.",Augie's,"Redlands, CA",Medium-Dark Roast,"Amazing decaf processed using the Ethel Acetate method from Colombia, creating a truly unique and exceptional cup.",Process Washed,Sub Region Tolima,,Elevation 1450 - 1500,,Varietal Castillo Caturra
432,Colombia Roasters United Blend,Single Origins,Chocolaty & Sweet,14.95,12.0,340.1942774959533,12.0,A classic expression of Colombia with hints of Milk Chocolate and Ripe Fruit,Grade A coffee + Grade A coffee = ? Math isn’t our thing but we do know roasters and drinkers unite behind this smooth blend that combines the best of the best.,Klatch,"Rancho Cucamonga, CA",Medium Roast,"The Roasters United competition blend features flavors of milk chocolate, orange citrus and apricot stone fruit with balanced acidity and hints of kiwi and Asian pear. This specific blend is a combination of the coffees that scored above a certain score from Narino, Huila and Cauca, ensuring that all farmers who entered coffee into the competition were classified as specialty grade and had their lots purchased.",Process Washed,,,,,Varietal Various
433,For Haiti,Blends,Balanced & Fruity,16.0,12.0,340.1942774959533,12.0,"Hints of Berry Fruit, Sweet Vanilla and Nut","Coffee may mean a bright future in Haiti, where this roaster is working to revitalize the industry. This sweet, nutty example says they’re onto something.",La Colombe,"Philadelphia, PA",Light-Medium Roast,"Haiti is a country that is close to our hearts. It’s where we went from sourcing to growing, working with Haitian farmers to found the Haiti Coffee Academy, a model coffee farm complete with a nursery, wet mill, tool-lending program and community water supply system. The For Haiti blend represents our commitment to supporting farming families, and revitalizing the once great Haitian coffee industry.",Process Washed Pulped Natural,,,,,Varietal Arabica
434,Cosmopolitan,Blends,Syrupy & Smooth,14.0,12.0,340.1942774959533,12.0,none,"Meet a blend that knows its way around (your palate). It starts velvety smooth, then veers into spicy citrus that keeps it from being too obvious.",Atomic,"Salem, MA",Medium Roast,"Cosmopolitan starts with a real rich chocolate taste upfront, then evolves into a more orange citrus accompanied by a nice spice finish.",Process Washed Wet-hulled,,,Elevation 1000,,Varietal Caturra Catuai Typica Heirloom Elevation 1000
435,Finca La Union,Single Origins,Sweet & Tart,14.95,10.0,283.4952312466278,10.0,none,"Once considered second-tier, the tide has turned in a huge way for Peruvian coffees. Here’s a case-in-point: a clean, even, sweet, first-tier cup.",Sterling,"Portland, OR",Light-Medium Roast,"This comes from the town of La Union de Chirinos, renowned for its ideal climatic conditions and high altitude. There small farms work together with a hive mind to improve cup quality, installing large solar tents (carpa solares) to combat unpredictable weather and closely monitor for ideal moisture content in the beans. If you're a fan of coffee that's clean and even keeled, boasting ripe stone fruit, hard candy and brown sugar sweetness, click here.",Process Washed,Sub Region Chirinos,,Elevation 1800 - 1800,,Varietal Caturra Typica
436,Guatemala Finca Nuevo Vinas,Single Origins,Chocolaty & Sweet,18.0,12.0,340.1942774959533,12.0,A classic expression of Guatemala with hints of Milk Chocolate and Brown Sugar,"Bright acidity highlights classic flavors in this beauty from a farm committed to the sustainable growing of the highest quality organic, biodynamic coffees.",Caffe Vita,"Seattle, WA",Medium Roast,"Finca Nuevo Vinas has been farmed by the Keller family for over 100 years. A long history has seen the farm undergo many changes and a transition to organic farming in 2003. Sustainability and environmental stewardship are key to their philosophy, and 200 hectares of land is set aside as a nature reserve. These practices and tireless experimentation in organic and bio-dynamic techniques have improved the health of the farm and in turn quality in the cup.",Process Washed,Sub Region Santa Rosa ,Harvest Time December - February ,Elevation 1200 - 1500,Producer Keller ,Varietal Caturra Catual Pacamara
437,Vito's,Blends,Syrupy & Smooth,15.25,12.0,340.1942774959533,12.0,none,"Rich, sweet, and full-bodied, Vito's is a crowd pleaser. Its notes of caramel and chocolate play beautifully with milk, and it's just as delicious served black.",DOMA,"Post Falls, ID",Medium Roast,"Aromas of nougat and caramel, flavors of molasses and nougat, honey aftertastes, a mild acidity, a thick body and a rounded sweetness",Process Washed Pulped Natural,,,,,Varietal Bourbon Caturra
438,Costa Rica La Candelilla,Single Origins,Chocolaty & Sweet,14.95,12.0,340.1942774959533,12.0,A classic expression of Costa Rica with hints of Brown Sugar and Citrus,"Sweet and bold, with notes of honey and a surprising citric acidity. This coffee is named after the farm's abundance of fireflies. How cute is that?",Irving Farm,"New York, NY",Medium-Dark Roast,This sweet coffee with delicate fruity notes comes from a micro-cooperative run by 9 siblings. We have been buying their coffee since 2012.,Process Washed,,,Elevation 1400 - 1700,Producer Sanchez,Varietal Caturra Catuai
439,Indonesia,Single Origins,Funky & Fruity,16.0,12.0,340.1942774959533,12.0,none,"Full bodied and smooth, with a barely-there acidity and a spicy earthiness that only comes from Indonesian coffees.",Cuvee,"Austin, TX",Medium Roast,"This coffee comes from the North Sumatra and Aceh regions of Sumatra. It is wet hulled, a practice that is only done in Indonesia, giving it a unique flavor profile.Even today, agriculture is the main driver of Indonesia’s economy, shaping an indigenous farming culture that forms how a lot of Indonesians go about their day-to-day lives. Indonesian coffee often share a full body, low acidity, earthy aroma and notes of warm spice, with a nutty finish.",Process Wet-hulled,Sub Region Northern Sumatra & Aceh,,Elevation 1100 - 1300,,Varietal Crowned Garuda (Arabica)
440,Moka Java,Blends,Sweet & Tart,16.0,12.0,340.1942774959533,12.0,none,"Earthy, fruity and sweet, this classic is a walk down memory lane. Full-bodied and comforting, with plenty of deep fruity sweetness.",Cuvee,"Austin, TX",Light-Medium Roast,"This is our homage to one of the world’s oldest coffee blends, Moka Java (aka Mocha Java). With the perfect balance of earthy full body and winy fruit acid, it's no wonder this blend is a timeless classic.",Process Washed Natural/Dry Processed Wet-hulled,,,,,Varietal Heirloom Crowned Garuda (Arabica) Caturra
441,Jackalope Decaf,Single Origins,Bittersweet & Heavy,16.5,12.0,340.1942774959533,12.0,none,"Naturally decaffeinated, yet full of depth & savory richness. Because bad decaf should only exist in scary campfire tales. (Formerly known as Decaf Spicewood 71.)",Cuvee,"Austin, TX",Dark Roast,"A thing of myth, the Jackalope is a legendary creature in the South described as a jackrabbit with antelope horns. Similar to this animal hybrid, our decaf also brings together 2 unexpected characteristics, the great taste of coffee with no caffeine. Using a natural decaf process, we are able to preserve the wonderful flavors of the coffee while allowing you to get a little more sleep tonight. So long as this mysterious beast doesn't haunt your dreams.",Process Washed,Sub Region Huila,,Elevation 1900,,Varietal Caturra Colombia
442,PH Blend,Blends,Crisp & Bright,17.0,12.0,340.1942774959533,12.0,"A unique blend with hints of Milk Chocolate, Brown Sugar and Sweet Vanilla","Picky sippers, rejoice: citrus brightness and smooth roasted flavor meet up for a balanced finish even coffee fanatics will appreciate.",Passion House,"Chicago, IL",Medium Roast,"Our PH Blend is designed for the most discerning palates. A blend of light roasted washed coffees from South America and Africa, masterfully roasted and blended to brighten up your day. A blast of citrus coats the mouth with candied oranges and lemon curd, finishing with a resounding milk chocolate.",Process Washed,Sub Region Cajamarca Sidamo,Harvest Time October 2017,Elevation 1500,,Varietal Typica Heirloom Ethiopia
443,Keystone Blend,Blends,Balanced & Fruity,16.0,10.0,283.4952312466278,10.0,"Hints of Brown Sugar, Nut and Ripe Fruit","Don’t mess with classic. This roaster took that to heart in this spin on standard drip. Reliable and balanced, it’s a classic cup-pleaser (white tee optional).",ReAnimator,"Philadelphia, PA",Light-Medium Roast,"Keystone is our take on the classic drip blend. Clean, light and extremely balanced, with just a hint of refreshing acidity.",Process Washed,,,,,Varietal Castillo Caturra Heirloom
444,Decaf Bitches Brew,Blends,Roasty & Smoky,15.95,12.0,340.1942774959533,12.0,"Classic, nostalgic, comforting flavors","A smoky club, a smoky cup and all that jazz—sans caffeine. Dark and stirring (even when stirred), like a legendary Miles Davis number, put this on repeat.",Groundwork,"Los Angeles, CA",Dark Roast,"Named after the legendary Miles Davis album, this blend is dark and electric, a noir classic for the ages. If you like your coffee like your jazz—incredibly dark, smoky and fascinating—Bitches Brew is for you.",Process Washed Natural/Dry Processed,,,,,Varietal Arabica
445,Santarossa Blend,Blends,Comforting & Rich,16.0,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Spice,"Some coffee is made for friends. Like cream. Or sugar. Or literally, for sipping with friends. This full-bodied crowd pleaser works with all of the above.",Dune,"Santa Barbara, CA",Medium-Dark Roast,"We roasted this dark roast blend to bring out a rich chocolatey sweetness that is perfect for those looking for a strong, full-bodied coffee. Santarossa Blend tastes delicious with cream and sugar, or just black: This is a true crowd pleaser. Brew up a pot and invite some friends over for pie; trust us.",Process Washed Pulped Natural,,,,,Varietal Various
446,Mexico Sierra Sur,Single Origins,Subtle & Delicate,16.0,12.0,340.1942774959533,12.0,"Complex with notes of Florals, Tropical Fruit and Nut","We’re high on this bright, fragrant coffee that stands head and shoulders above others (its intense taste comes from high up in a Mexican mountain range).",La Colombe,"Philadelphia, PA",Light-Medium Roast,The effects of high altitudes give this coffee bright notes of rose and kiwi that we never imagined possible in a Mexican coffee.,Process Washed,Sub Region Sierra Sur,,Elevation 1700 - 1900,,Varietal Arabica
447,Black Velvet,Blends,Comforting & Rich,14.0,12.0,340.1942774959533,12.0,Nostalgic with hints of Roastiness and Spice,"That’s smooth. Is what you’ll say after a sip of this silky blend with an earthy, spicy finish that goes down easy.",Atomic,"Salem, MA",Medium-Dark Roast,A full-body blend of Honduras and Indonesia that yields a developed cup filled with notes of earthy spice with a syrup finish.,Process Washed,,, Elevation 1300,,Varietal Bourbon Typica Catuai Caturra Elevation 1300
448,Ethiopia Kochere,Single Origins,Subtle & Delicate,16.5,12.0,340.1942774959533,12.0,"Complex with notes of Florals, Ripe Fruit and Citrus","What keeps us coming back to coffees from this region? Case-in-point: this one, with citrus acidity and spicy accents—bold flavor in an otherwise delicate cup.",Atomic,"Salem, MA",Light Roast,"A classic example of a Yirgacheffe profile. Flavors of peach, citrus, black tea, and floral notes are pronounced throughout this delicate cup.",Process Washed,Sub Region Kochere,,Elevation 1800 - 2000,,Varietal Heirloom varietals
449,Ethiopia Kochere,Single Origins,Subtle & Delicate,16.5,12.0,340.1942774959533,12.0,"Complex with notes of Florals, Ripe Fruit and Citrus","What keeps us coming back to coffees from this region? Case-in-point: this one, with citrus acidity and spicy accents—bold flavor in an otherwise delicate cup.",Atomic,"Salem, MA",Light Roast,"A classic example of a Yirgacheffe profile. Flavors of peach, citrus, black tea, and floral notes are pronounced throughout this delicate cup.",Process Natural/Dry Processed,Sub Region Kochere,,Elevation 1800 - 1900,,Varietal Heirloom
450,Ethiopia Kochere,Single Origins,Fruity & Crisp,14.0,8.0,226.79618499730225,8.0,"Packed with bold notes of Berry Fruit, Milk Chocolate and Berry Fruit","How about starting your day with sugared berries and sunshine? This Ethiopian summer stunner delivers lush berry sweetness in a rich, smooth body.",Airship,"Bentonville, AR",Medium Roast,"Sweet, complex, and fruity. This coffee has all the characteristics that we look for in a good natural-processed Ethiopian coffee.",Process Washed,Sub Region Kochere,,Elevation 1800 - 2000,,Varietal Heirloom varietals
451,Ethiopia Kochere,Single Origins,Fruity & Crisp,14.0,8.0,226.79618499730225,8.0,"Packed with bold notes of Berry Fruit, Milk Chocolate and Berry Fruit","How about starting your day with sugared berries and sunshine? This Ethiopian summer stunner delivers lush berry sweetness in a rich, smooth body.",Airship,"Bentonville, AR",Medium Roast,"Sweet, complex, and fruity. This coffee has all the characteristics that we look for in a good natural-processed Ethiopian coffee.",Process Natural/Dry Processed,Sub Region Kochere,,Elevation 1800 - 1900,,Varietal Heirloom
452,Colombia El Meridiano,Single Origins,Chocolaty & Sweet,18.0,12.0,340.1942774959533,12.0,A classic expression of Colombia with hints of Ripe Fruit and Brown Sugar,"This coffee is named for a lake visible only from a plane. But we are 20/20 on what makes it a winning roast: It’s full of complex, sweet taste.",Dogwood,"Minneapolis, MN",Medium Roast,"The ASOCEAS (Asociacion de Productores de Café Especial del Alto Saldana) has named this coffee El Meridiano after a nearby remote mountain lake, visible only from a plane. ASOCEAS is comprised of 58 producers that are located in a very secluded part of Tolima, Colombia. We have purchased this coffee since 2011 and it is always a favorite! Intensely sweet, this coffee has a distinct melon flavor and jammy complexity.",Process Washed,Sub Region Tolima,Harvest Time December 2017 ,Elevation 1500 - 1900,Producer 58 families,Varietal Caturra Colombia Typica
453,Petunias,Blends,Balanced & Fruity,15.0,12.0,340.1942774959533,12.0,"Hints of Milk Chocolate, Brown Sugar and Berry Fruit","With notes of cherry and chocolate, this coffee is harmony in a cup. We have yet to find anyone who questions its sweet, velvety deliciousness",Revelator,"Birmingham, AL",Medium Roast,"Notes of fresh red cherry, toasted mixed nuts and sweet cocoa. Smooth and velvety body with a resonant finish. Easy to drink.",Process Washed Natural/Dry Processed,,,,,Varietal Caturra
454,"El Guamo, Colombia",Single Origins,Citrusy & Tart,24.25,12.0,340.1942774959533,12.0,"Acid forward with hints of Tropical Fruit, Berry Fruit and Sweet Vanilla","Bright and effervescent, chock-full of tropical fruit notes. This would make one heck of an iced coffee - summer vibes, anyone?",Ritual,"San Francisco, CA",Light-Medium Roast,"This coﬀee is picked and then depulped and allowed to ferment for several hours. After rinsing away the re-maining mucilage, the coﬀee is spread out on parabolic-covered mesh platforms. The covering protects the coﬀee from intermittent rains and insulates against dramatic swings in temperature.",Process Washed,Sub Region Huila,Harvest Time Winter 2017,Elevation 1780 - 1980,Producer Benedicto Yara,Varietal Caturra
455,Ethiopia Reko,Single Origins,Subtle & Delicate,18.0,12.0,340.1942774959533,12.0,"Complex with notes of Citrus, Florals and Tropical Fruit","Get ready to be swept off your feet - gently and gracefully. Delicate floral aromatics, soft citrus acidity and a bit of ginger spice make a perfect cup for a summer afternoon.",Madcap,"Grand Rapids, MI",Light-Medium Roast,"A very clean, open coffee with layers of light citrus, ginger, tea, and flowers.",Process Washed,Sub Region Kochere Yirgacheffe,Harvest Time November 2017 - January 2018,Elevation 1850 - 2100,Producer Reko Washing Station,Varietal Heirloom
456,Novo Decaf,Blends,Sweet & Smooth,16.0,12.0,340.1942774959533,12.0,A traditional base with hints of Brown Sugar and Milk Chocolate,"This is simply a good cup of coffee, minus the jolt. For the coffee lover with a late-night habit, or who needs to cut back on caffeine: we've got you covered with this one.",Novo,"Denver, CO",Medium Roast,This flavorful decaf coffee is an excellent alternative for the coffee lover who does not want to sacrifice flavor but needs to cut back on the caffeine!,Process Washed,Sub Region Veracruz,Harvest Time November 2017-February 2018,,,
457,Burundi Gacokwe,Single Origins,Sweet & Tart,19.0,12.0,340.1942774959533,12.0,none,"Sip on this sweet-tart brew - it's as fun to say as it is to drink. Crisp berry acidity and nutty, brown sugar sweetness round out this bright coffee.",Quills,"Louisville, KY",Medium Roast,"Around 2,000 coffee producers contribute to the Gacokwe Washing Station, located in the country’s Kayanza Province. Burundi is a trove of versatile, complex coffees, and we are excited to present this captivating representative. A slice of rhubarb pie in a cup.",Process Washed,Sub Region Rango Kayanza,Harvest Time Apr-Jun 17,Elevation 1650 - 1650,,Varietal Bourbon Mibirizi 
458,Primo's,Blends,Sweet & Smooth,15.65,12.0,340.1942774959533,12.0,A traditional base with hints of Brown Sugar and Ripe Fruit,"A signature blend from DOMA, this coffee is approachable for any brew method. Perfectly balanced acidity and sweetness, molasses and cherry flavors are refined and delightful.",DOMA,"Post Falls, ID",Medium Roast,"Primo’s was one of the first blends we developed many years ago and we continue to refine it. Works well in both drip and espresso applications. Aromas of nutmeg, flavors of molasses and cherry, aftertastes of granola and vanilla, a mild acidity, a rich body and a balanced sweetness.",Process Natural/Dry Processed,,,Elevation 1200,,Varietal Bourbon
459,Thriller,Blends,Balanced & Fruity,16.0,12.0,340.1942774959533,12.0,"Hints of Brown Sugar, Ripe Fruit and Nut",Take the monotony out of any morning with this unique blend of of fruity flavors. There’s a little thrill with every last sip.,Gimme!,"Ithaca, NY",Medium Roast,"A rush of high fruit notes followed by a finish of heavy dark chocolate creates a wild ride with the perfect balance to make you crave another cup. Thriller – no mere mortal can resist. Each blend starts with a flavor idea. The coffee team takes this idea into the cupping room, where they combine our rotating stock of fresh crop single-origin coffees and our roasters' expertise to build a unique blend that is greater than the sum of its parts.",Process Washed,,,,,Varietal Bourbon SL28 SL34 Linie S795 Jember
460,La Tortuga Honduras,Single Origins,Chocolaty & Sweet,19.0,12.0,340.1942774959533,12.0,A classic expression of Honduras with hints of Brown Sugar and Spice,Maple sweetness gets electrified with tart tamarind and juicy notes of melon - we're calling this one a must-sip.,Intelligentsia,"Chicago, IL",Light-Medium Roast,"Don Fabio Caballero has anchored our La Tortuga project since its inception 15 years ago, and continues to set the standard for Honduran coffee. Don Fabio’s first La Tortuga of the season tastes like maple, tamarind and canteloupe.",Process Washed,Sub Region Mogola San Jose Marcala,Harvest Time January - February 2018,,Producer Fabio Antonio Caballero,Varietal Catuai Bourbon
461,"El Limonar, Guatemala",Single Origins,Citrusy & Tart,18.25,12.0,340.1942774959533,12.0,"Acid forward with hints of Citrus, Florals and Spice",A beautiful coffee from our favorite region to say out loud: Huehuetenango. Stone fruit sweetness and bright citrus acidity meet delicate spice notes in a lovely clean cup.,Highwire,"Oakland, CA",Medium Roast,"Sourced from a family estate in the region of Huehuetenango, this coffee has notes of citrus, stone fruit and spice. Finca El Limonar is owned and operated by Hugo Chavez Mendez, a third generation coffee producer. Mendez continues the traditions passed down from his grandfather, Jose Olivia Chavez, who established the estate in the 1940's. An abundance of pristine spring water is used to power the mill and process this washed coffee.",Process Washed,Sub Region Huehuetenango ,Harvest Time October - March,Elevation 1524 - 1850,Producer Mendez,Varietal Arabica
462,"Chelelektu, Ethiopia",Single Origins,Sweet & Tart,18.5,12.0,340.1942774959533,12.0,none,"A classic Ethiopian: bright acidity, honey and apricot sweetness, lovely floral aromatics.",Novo,"Denver, CO",Light-Medium Roast,"Floral with honey sweet apricot acidity, this classic washed Ethiopian checks all the boxes.",Process Washed,Sub Region Yirgacheffe,Harvest Time Nov-Jan,Elevation 1700 - 2300,Producer YCFCU,
463,"Yosotatu Reserva, Mexico",Single Origins,Sweet & Tart,19.0,12.0,340.1942774959533,12.0,none,We're finding sweet berry juiciness and soothing botanical notes in this silky-smooth coffee.,Revelator,"Birmingham, AL",Light-Medium Roast,Delicate berry & herbaceous tones paired with a smooth silky body.,Process Washed,Sub Region Oaxaca,,,,Varietal Bourbon & Typica
464,Kenya AA Ruthagati,Single Origins,Citrusy & Tart,20.45,16.0,453.5923699946045,16.0,"Acid forward with hints of Tropical Fruit, Sweet Vanilla and Citrus","Kenyan coffees have a reputation for bright, citrusy acidity, and this one's a great example. We're picking up notes of tropical fruit sweetness and splashy grapefruit acidity.",Anodyne,"Milwaukee, WI",Light Roast,"The Ruthagati wet mill is located on the northwest side of Mt. Kenya and farmers have, on average, 150 coffee trees each. Red, ripe cherries are selectively handpicked and delivered for wet milling the same day.",Process Washed,Sub Region Nyeri,Harvest Time March 2019,Elevation 1650 - 1700,"Producer ""Rutuma Farmers Coop Society"" Harvest Time March 2019 Varietal SL 28 SL 34 Elevation 1650 - 1700",Varietal SL 28 SL 34
465,Snow Leopard,Blends,Balanced & Fruity,18.0,12.0,340.1942774959533,12.0,"Hints of Citrus, Ripe Fruit and Milk Chocolate",This blend is a harmonizing of single origins: a vibrant and nuanced component from East Africa meets a chocolaty and balanced coffee from El Salvador.,Equator,"San Rafael, CA",Light-Medium Roast,Snow Leopard is a seasonal blend provides the opportunity to combine single origin coffees in unique ways. The latest rendition of the blend features a coffee from the Mzuzu Cooperative in northern Malawi. We then added SL-28 and Pacamara variety coffees from Finca Himalaya in El Salvador. This version of Snow Leopard will only be available as long as supplies of the component coffees last. This seasonally evolving blend is available on an ongoing basis.,Process Washed,,,,,Varietal Various
466,Kenya Kiamugumo,Single Origins,Citrusy & Tart,14.0,8.0,226.79618499730225,8.0,"Acid forward with hints of Tropical Fruit, Sweet Vanilla and Citrus","Sweet and slightly savory, with a cherry tomato-like acidity and refreshing lemongrass notes lingering in a syrupy body.",Airship,"Bentonville, AR",Light-Medium Roast,"This coffee is big, sweet, and complex. Kenya is known for its complex and even sometimes savory coffee. This coffee comes from the New Ngariama Farmers Cooperative Society, which has about 1,500 contributing members.",Process Washed,Sub Region Kiamugumo,,Elevation 1500,,Varietal Sl 28 Sl 34
467,Guatemala El Olvido,Single Origins,Sweet & Tart,19.5,12.0,340.1942774959533,12.0,none,"A lush, creamy body is the perfect counterpoint to juicy black cherry acidity and hints of sweet almond.",Onyx,"Fayetteville, AR",Light-Medium Roast,Please make room for another beautiful coffee from our friends the Perez family. Olvido was a small neighboring farm next to the famed Finca Isnul farm and was absorbed by the Perez’s a few years back. This tropical Pacamara has become a special micro-lot that boasts deep fruits and exotic sweetness. It is a fruit-forward coffee that defies the concept of traditional Guatemalan coffees and has become a staff favorite this Summer.,Process Washed,Sub Region Huehuetenango ,,Elevation 1700 - 1750,Producer Danny Perez,Varietal Pacamara
468,Kenya Ngewa Komothai,Single Origins,Sweet & Tart,21.0,12.0,340.1942774959533,12.0,none,"A classic juicy-fruity Kenyan coffee, this one keeps it refined with a subtle brown sugary sweetness as the cup cools.",Ruby,"Nelsonville, WI",Light-Medium Roast,"Ngewa Komothai is a collective of small estates in Kiambu. We absolutely love the elegance and juicy fruit qualities of this lot, merging classic Kenyan notes with brighter, more floral attributes.",Process Washed,Sub Region Kiambu,Harvest Time Oct - Jan 2018,Elevation 1850 - 2100,,Varietal SL-28 & SL-34
